	GPD_id	Source	GPD_VC	Size	Predicted_phage_taxon	Host_range_isolates	Host_range_taxon	Metagenomic_runs_detected	Continents_detected	Countries_detected	checkV_MIUViG	checkV_completion	checkV_viral_region	checkV_host_region	checkV_prophage	checkV_termini	Novel
100853	uvig_397030	Metagenome	2675	25253	Siphoviridae	GCF_000163075	Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Klebsiella/Klebsiella variicola	SRR6257465,SRR1145925,SRR1159816,SRR6257376,SRR6257496,SRR1159876,SRR1160762,SRR6257463,SRR5963340,SRR5963377,SRR5963376,SRR6257380,SRR1073829,SRR6257468,SRR1159278,SRR1159032,SRR6257379,SRR5963339,SRR6257377,SRR6257381,SRR6257464,SRR5963428,SRR3498909,SRR6257466,ERR1190777,SRR6257462,SRR1161319,SRR6257467,SRR3546781,SRR6257479,SRR6257373,SRR3546782	North America,NA,NA,North America,North America,NA,NA,North America,North America,North America,North America,North America,NA,North America,NA,NA,North America,North America,North America,North America,North America,North America,North America,North America,Asia,North America,NA,North America,North America,North America,North America,North America	United States,NA,NA,United States,United States,NA,NA,United States,United States,United States,United States,United States,NA,United States,NA,NA,United States,United States,United States,United States,United States,United States,United States,United States,China,United States,NA,United States,United States,United States,United States,United States	Genome-fragment	47.93	1-25253	-1	No	No	Yes
100925	uvig_397396	Metagenome	1668	17358	Podoviridae	GCA_003457975,GCA_003467905,GCF_000261205	Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium longum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium longum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium longum	SRR3582162,SRR3582174,SRR6257466,SRR3582166,SRR6257467,SRR3546782	North America,North America,North America,North America,North America,North America	United States,United States,United States,United States,United States,United States	High-quality	96.62	1-17358	-1	No	No	No
100941	uvig_397475	Metagenome	50119	47726	Myoviridae	GCA_003478505	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/UBA9502/NA	ERR479531,SRR6451792,SRR5558071,ERR636405,ERR912142,SRR2857969,ERR479528,ERR1913007,SRR4033075,ERR209608,ERR209733,ERR525935,ERR525832,SRR3313080,ERR209581,ERR209887,SRR5558072,ERR414398,SRR3582158,ERR011244,ERR321219,ERR321588,ERR209734,ERR414389,SRR2857332,SRR5558073,ERR321569,SRR2858047,ERR479529,ERR479530,ERR209793,ERR636406,ERR636371,SRR5558154,SRR4408060,ERR1913008,SRR5558070,ERR1913009,SRR3582160	Europe,North America,Europe,Europe,Europe,North America,Europe,Europe,North America,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,North America,Europe,Europe,Europe,Europe,Europe,North America,Europe,Europe,North America,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,North America	Germany,United States,Spain,Sweden,United Kingdom,United States,Germany,Germany,United States,Spain,Spain,Denmark,Denmark,Luxembourg,Spain,Spain,Spain,Spain,United States,Denmark,Denmark,Denmark,Spain,Spain,United States,Spain,Denmark,United States,Germany,Germany,Spain,Sweden,Sweden,Spain,Estonia,Germany,Spain,Germany,United States	High-quality	100.0	1-47726	-1	No	No	Yes
100969	uvig_397617	Metagenome	1415	54408	Myoviridae	GCF_000144975	Proteobacteria/Gammaproteobacteria/Betaproteobacteriales/Burkholderiaceae/Parasutterella/Parasutterella excrementihominis	SRR3582149,SRR3582157	North America,North America	United States,United States	High-quality	100.0	4830-54408	1-4829	Yes	No	No
100986	uvig_397676	Metagenome	50132	14637	Myoviridae	14207_7#16	Firmicutes/Clostridia/Oscillospirales/Oscillospiraceae/Oscillibacter/Oscillibacter sp6	SRR3582153,ERR688644,ERR414292	North America,Europe,Europe	United States,Austria,Denmark	Genome-fragment	40.15	1-14637	-1	No	No	Yes
101010	uvig_397829	Metagenome	15412	14208	Podoviridae	GCF_000191845,GCF_000185625	Actinobacteriota/Coriobacteriia/Coriobacteriales/Eggerthellaceae/Eggerthella/Eggerthella lenta,Actinobacteriota/Coriobacteriia/Coriobacteriales/Eggerthellaceae/Eggerthella/Eggerthella lenta	ERR912043,ERR1293597,SRR3582158,ERR1293598,ERR526033,SRR3582160	Europe,North America,North America,North America,Europe,North America	United Kingdom,United States,United States,United States,Denmark,United States	Genome-fragment	-1.0	1-14208	-1	No	No	No
101016	uvig_397879	Metagenome	653	47476	Myoviridae	GCA_003477935,GCA_003478505,GCA_003481825,GCA_003434675,GCA_003471015,14207_7#83,GCA_003457795,12718_7#64,GCA_003474935,GCA_003479845	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/UBA9502/NA,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/UBA9502/NA,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/UBA9502/NA,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Coprococcus/Coprococcus eutactus_A,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Dorea/Dorea longicatena_B,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia intestinalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia inulinivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia intestinalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Lachnospira/Lachnospira eligens,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_Q/GCA_000434655.1	ERR1018305,SRR3582159,ERR589835,ERR589858,ERR1018233	Asia,North America,Asia,Asia,Asia	China,United States,China,China,China	High-quality	98.51	1-47476	-1	No	No	No
101208	uvig_398763	Metagenome	39285	19411	Myoviridae	GCF_000185705	Desulfobacterota/Desulfovibrionia/Desulfovibrionales/Desulfovibrionaceae/Bilophila/Bilophila wadsworthia	ERR414234,SRR3582146,SRR3582131,SRR3582165	Europe,North America,North America,North America	Denmark,United States,United States,United States	Genome-fragment	40.49	1-19411	-1	No	No	Yes
101375	uvig_399541	Metagenome	15422	18924	Podoviridae	GCA_003471415	Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum	SRR3736987,SRR3737013,SRR3917587	North America,North America,North America	United States,United States,United States	High-quality	100.0	1-18924	-1	No	No	Yes
101403	uvig_399718	Metagenome	50025	28370	Myoviridae	GCA_003478405	Firmicutes/Clostridia/Oscillospirales/Ruminococcaceae/Faecalibacterium/Faecalibacterium prausnitzii_E	SRR3737012	North America	United States	Genome-fragment	52.4	1-28370	-1	No	No	Yes
101479	uvig_400047	Metagenome	398	15413	Podoviridae	GCF_000261205,GCA_003437435,GCA_003465065,GCA_003464925,GCA_003465385	Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium longum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum	SRR3736995,SRR3737022,SRR3917687	North America,North America,North America	United States,United States,United States	Genome-fragment	-1.0	1-15413	-1	No	No	Yes
101540	uvig_400351	Metagenome	6922	35420	Siphoviridae	GCA_003472575,18048_1#77,GCA_003436185,GCA_003472545,GCF_000154085,18048_2#77	Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/NA,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium adolescentis_B,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/NA,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/NA	SRR3917695,SRR3737029,SRR3737007	North America,North America,North America	United States,United States,United States	High-quality	92.22	1-35420	-1	No	No	Yes
101628	uvig_400850	Metagenome	7888	16126	Podoviridae	GCA_003465745,GCA_003470125,18048_1#77,GCA_003466105,GCA_003437435,GCA_003436545,GCA_003471415,GCA_003472605,GCA_003471295,GCA_003459865,18048_2#77,GCA_003458965,GCA_003439655	Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium longum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/NA,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium longum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/NA,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum	SRR3917689,SRR3737024,SRR3736998	North America,North America,North America	United States,United States,United States	Genome-fragment	-1.0	1-16126	-1	No	No	Yes
101662	uvig_401029	Metagenome	34946	18953	Podoviridae	GCA_003435635	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B faecis	SRR3737017,SRR3917648,SRR3736991	North America,North America,North America	United States,United States,United States	High-quality	99.17	1-18953	-1	No	No	Yes
101686	uvig_401112	Metagenome	484	44356	Myoviridae	GCA_003433865,GCA_003478405,GCA_003434175,GCA_003434125,GCA_003434165	Firmicutes/Clostridia/Oscillospirales/Ruminococcaceae/Faecalibacterium/Faecalibacterium prausnitzii_C,Firmicutes/Clostridia/Oscillospirales/Ruminococcaceae/Faecalibacterium/Faecalibacterium prausnitzii_E,Firmicutes/Clostridia/Oscillospirales/Ruminococcaceae/Faecalibacterium/Faecalibacterium prausnitzii_C,Firmicutes/Clostridia/Oscillospirales/Ruminococcaceae/Faecalibacterium/Faecalibacterium prausnitzii_C,Firmicutes/Clostridia/Oscillospirales/Ruminococcaceae/Faecalibacterium/Faecalibacterium prausnitzii_C	-1	-1	-1	Genome-fragment	74.29	3953-44356	1-3952	Yes	No	No
101727	uvig_401316	Metagenome	592	37526	Siphoviridae	GCA_003468385,GCA_003469145,GCA_003472575,GCA_003473115,18048_1#77,GCA_003464325,GCA_003472265,GCA_003436185,GCA_003473025,GCA_003474835,GCA_003472545,GCA_003438405,18048_2#77	Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium adolescentis_B,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium adolescentis_B,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/NA,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/NA,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium adolescentis_B,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium adolescentis_B,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/NA	SRR3736994,SRR3917686	North America,North America	United States,United States	High-quality	99.17	1-37526	-1	No	No	No
101735	uvig_401337	Metagenome	5514	16653	Podoviridae	GCF_000218405	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Eisenbergiella/Eisenbergiella tayi	SRR3917686	North America	United States	Genome-fragment	78.52	1-16653	-1	No	No	Yes
101736	uvig_401354	Metagenome	11	47128	Myoviridae	GCF_000577335,GCA_003433995	Firmicutes/Clostridia/Oscillospirales/DTU089/Clostridium_E/Clostridium_E jeddahense,Firmicutes/Clostridia/Oscillospirales/Ruminococcaceae/Faecalibacterium/Faecalibacterium prausnitzii_B	SRR3737017,SRR3917648,SRR3736991	North America,North America,North America	United States,United States,United States	High-quality	99.87	1-47128	-1	No	No	No
101737	uvig_401355	Metagenome	7339	14850	Podoviridae	13470_2#87	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Dorea/Dorea formicigenerans	SRR3917648,SRR3736991	North America,North America	United States,United States	Genome-fragment	-1.0	1-14850	-1	No	No	Yes
101747	uvig_401384	Metagenome	18886	39873	Siphoviridae	GCA_003467755,GCA_003472575,18048_1#77,GCA_003467785,GCA_003436185,GCA_003472545,18048_2#77	Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/NA,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium adolescentis_B,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/NA	SRR3737028,SRR3737006	North America,North America	United States,United States	High-quality	100.0	1-39873	-1	No	No	Yes
101760	uvig_401430	Metagenome	1330	33317	Siphoviridae	GCA_003469095,GCA_003459595,GCA_003460155	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis	SRR3917691,SRR3736999,SRR3737025	North America,North America,North America	United States,United States,United States	High-quality	90.11	1-33317	-1	No	No	No
101780	uvig_401491	Metagenome	384	12042	Myoviridae	13414_6#54	Firmicutes/Clostridia/Oscillospirales/Ruminococcaceae/Faecalibacterium/Faecalibacterium prausnitzii_D	SRR3917691,SRR3736999,SRR3737025	North America,North America,North America	United States,United States,United States	Genome-fragment	21.09	149-12042	1-148	Yes	No	No
101796	uvig_401586	Metagenome	39511	44191	Siphoviridae	GCA_003468385,GCA_003469145,GCA_003472575,GCA_003464325,GCA_003472265,GCA_003436185,18391_1#7,GCA_003472545,GCA_003471505	Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium adolescentis_B,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium adolescentis_B,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/NA,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium adolescentis_B,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium adolescentis_B,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/NA,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum	SRR3737026,SRR3737005,SRR3917693	North America,North America,North America	United States,United States,United States	Genome-fragment	72.98	16352-44191	1-16351	Yes	No	Yes
101846	uvig_401842	Metagenome	1659	18141	Podoviridae	GCA_003457975,GCA_003472405,GCA_003458335,GCA_003473205	Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium longum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium longum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium longum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium longum	SRR3736987,SRR3737013	North America,North America	United States,United States	High-quality	100.0	1-18141	-1	No	No	No
102042	uvig_402777	Metagenome	3520	31109	Myoviridae	GCF_000185705	Desulfobacterota/Desulfovibrionia/Desulfovibrionales/Desulfovibrionaceae/Bilophila/Bilophila wadsworthia	SRR3726338,SRR3726378,SRR3726349	North America,North America,North America	United States,United States,United States	Genome-fragment	64.26	1-31109	-1	No	No	No
102061	uvig_402847	Metagenome	1720	11605	Myoviridae	GCF_000185705	Desulfobacterota/Desulfovibrionia/Desulfovibrionales/Desulfovibrionaceae/Bilophila/Bilophila wadsworthia	SRR3726338,SRR3726339,SRR3726378,SRR3726349,SRR3726337	North America,North America,North America,North America,North America	United States,United States,United States,United States,United States	Genome-fragment	24.2	1-11605	-1	No	No	Yes
